(0.935256,0)
(-0.923801,0)
(-0.183876,0)
(-2.78688,0)
(1.32853,0)
(-1.61362,0)
(0.696785,0)
(0.582838,0)
(1.93835,0)
(-1.22802,0)
(-0.0272199,0)
(2.02838,0)
(-0.509775,0)
(-1.48343,0)
(1.21247,0)
(0.543787,0)
(0.396468,0)
(-1.51421,0)
(0.176246,0)
(0.48089,0)
(1.51331,0)
(-1.43543,0)
(-0.223401,0)
(-0.823837,0)
(-1.4078,0)
(-0.0244059,0)
(0.565192,0)
(-0.779918,0)
(0.479992,0)
(1.67443,0)
(-0.659782,0)
(-1.09389,0)
(-1.01844,0)
(-0.339077,0)
(1.22295,0)
(-1.41689,0)
(-0.395144,0)
(1.38451,0)
(0.515751,0)
(-1.04023,0)
(0.69675,0)
(-0.0182647,0)
(1.08685,0)
(0.0581681,0)
(1.37412,0)
(-0.705487,0)
(-0.637258,0)
(-1.2423,0)
(0.753605,0)
(0.194887,0)
(0.553793,0)
(-0.334617,0)
(-0.259115,0)
(-0.133278,0)
(-0.188194,0)
(2.0645,0)
(0.254499,0)
(0.239312,0)
(0.312241,0)
(-0.494634,0)
(0.253159,0)
(-1.22585,0)
(0.532554,0)
(0.529809,0)
(-1.66139,0)
(1.68202,0)
(0.514051,0)
(-0.152912,0)
(0.292539,0)
(0.381642,0)
(0.0618628,0)
(-0.648677,0)
(1.24403,0)
(0.22999,0)
(-0.523125,0)
(0.243761,0)
(-0.524081,0)
(0.728047,0)
(-0.802313,0)
(-0.739816,0)
(-0.790101,0)
(1.38885,0)
(0.531673,0)
(-2.60882,0)
(0.0949253,0)
(-0.551802,0)
(2.4703,0)
(-0.849509,0)
(-0.163659,0)
(0.184998,0)
(-2.06769,0)
(-0.216196,0)
(-2.35475,0)
(1.04001,0)
(-0.64465,0)
(-0.85722,0)
(1.32879,0)
(0.980609,0)
(0.711229,0)
(-0.779821,0)
(0.730232,0)
(-1.22881,0)
(-0.118797,0)
(-1.03292,0)
(1.26223,0)
(0.768006,0)
(-1.75378,0)
(1.43321,0)
(0.337163,0)
(0.127626,0)
(0.700249,0)
(0.169385,0)
(1.71275,0)
(-0.45121,0)
(1.39822,0)
(-0.608682,0)
(0.336027,0)
(-0.325784,0)
(-0.0728271,0)
(-0.279654,0)
(1.46082,0)
(1.72507,0)
(-0.711147,0)
(0.537026,0)
(-0.804444,0)
(-0.728429,0)
(1.85299,0)
(2.6482,0)
(-0.0517285,0)
(-0.854624,0)
(-0.325935,0)
(1.4681,0)
(0.265643,0)
(-0.371391,0)
(0.325001,0)
(-0.382708,0)
(-0.12224,0)
(1.47319,0)
(-0.37186,0)
(-0.627567,0)
(-1.22946,0)
(-0.917043,0)
(2.51988,0)
(0.410751,0)
(0.357635,0)
(0.649013,0)
(0.355674,0)
(0.395802,0)
(-0.812872,0)
(0.358759,0)
(-0.956261,0)
(1.02465,0)
(-1.27025,0)
(-1.98014,0)
(-1.84004,0)
(-0.331954,0)
(-2.61279,0)
(-0.507732,0)
(1.14156,0)
(-1.01227,0)
(-0.283442,0)
(-0.692762,0)
(-0.465538,0)
(-1.63736,0)
(2.0298,0)
(-0.403076,0)
(1.76273,0)
(0.165017,0)
(1.81135,0)
(0.229866,0)
(1.62827,0)
(-0.43179,0)
(1.10336,0)
(1.58885,0)
(0.190143,0)
(-0.056722,0)
(1.75676,0)
(0.931836,0)
(1.19452,0)
(-0.429985,0)
(2.12935,0)
(-0.0949045,0)
(1.2834,0)
(0.569217,0)
(0.145214,0)
(0.878221,0)
(-0.407956,0)
(0.223942,0)
(-0.00607827,0)
(1.9959,0)
(-1.6482,0)
(1.70811,0)
(-0.513495,0)
(0.930957,0)
(0.41407,0)
(1.78294,0)
(-0.30294,0)
(-1.02475,0)
(0.657899,0)
(-0.243194,0)
(0.381739,0)
(-1.6946,0)
(-1.57135,0)
(-1.18886,0)
(-1.97655,0)
(0.314622,0)
(1.01302,0)
(0.529113,0)
(0.162418,0)
(0.375034,0)
(-0.506176,0)
(-0.498966,0)
(-2.94479,0)
(0.328419,0)
(-0.888435,0)
(-0.0253981,0)
(-0.329634,0)
(-0.470731,0)
(-0.264366,0)
(-0.802959,0)
(-0.520911,0)
(-0.372612,0)
(-0.0256881,0)
(0.37518,0)
(0.656561,0)
(0.225961,0)
(-1.02071,0)
(1.96231,0)
(-1.03279,0)
(-0.231199,0)
(0.295166,0)
(-0.803574,0)
(-0.992473,0)
(0.437325,0)
(1.58732,0)
(-1.99828,0)
(-0.421359,0)
(0.257682,0)
(0.123638,0)
(-1.51155,0)
(-1.19706,0)
(-0.957784,0)
(1.24235,0)
(1.59942,0)
(-1.50188,0)
(1.22265,0)
(2.20124,0)
(1.74272,0)
(1.45101,0)
(0.440445,0)
(-1.30295,0)
(-0.0428551,0)
(-1.34193,0)
(0.212343,0)
(-0.229431,0)
(-0.766905,0)
(1.08536,0)
(-0.941414,0)
(0.903362,0)
(0.233649,0)
(0.630626,0)
(1.02143,0)
(0.126493,0)
(0.262421,0)
(1.26261,0)
(0.310409,0)
(-0.000340441,0)
(1.60663,0)
(-0.27443,0)
(-0.000766938,0)
(-0.674016,0)
(1.37555,0)
(0.240417,0)
(-1.10225,0)
(-0.752981,0)
(0.78251,0)
(0.307474,0)
(-1.34741,0)
(0.120052,0)
(0.103304,0)
(-1.15073,0)
(0.18202,0)
(-0.477121,0)
(0.692067,0)
(1.41309,0)
(0.895073,0)
(1.49217,0)
(0.0269082,0)
(-0.645669,0)
(0.0502373,0)
(-0.526028,0)
(-2.56919,0)
(0.969259,0)
(-0.89341,0)
(2.76773,0)
(0.37397,0)
(0.850139,0)
(-0.0565175,0)
(-0.00387385,0)
(-0.757961,0)
(-0.729361,0)
(0.421306,0)
(0.801867,0)
(-0.109975,0)
(0.718924,0)
(-0.562771,0)
(-0.74946,0)
(0.49028,0)
(2.05145,0)
(-1.09088,0)
(-0.719745,0)
(0.0980279,0)
(-0.203497,0)
(-0.387622,0)
(-0.442786,0)
(0.149071,0)
(0.76273,0)
(-0.290876,0)
(1.71916,0)
(0.0444767,0)
(-1.12026,0)
(1.71872,0)
(-1.26123,0)
(0.816798,0)
(0.0681168,0)
(0.614213,0)
(0.547495,0)
(-0.297093,0)
(1.25244,0)
(0.618931,0)
(0.147043,0)
(-0.17756,0)
(-1.25869,0)
(-1.61308,0)
(0.36835,0)
(-0.10389,0)
(-1.96908,0)
(0.159927,0)
(1.13524,0)
(1.10582,0)
(-1.38502,0)
(0.801999,0)
(0.405329,0)
(-0.777806,0)
(-0.318534,0)
(0.110679,0)
(0.844148,0)
(2.36655,0)
(-0.3475,0)
(1.45338,0)
(2.20095,0)
(-0.120833,0)
(-0.0319564,0)
(-1.93977,0)
(-0.0928438,0)
(1.29141,0)
(2.11782,0)
(-0.999944,0)
(0.702214,0)
(0.876755,0)
(1.84419,0)
(-0.540013,0)
(0.0517737,0)
(-0.551,0)
(-1.99442,0)
(0.452671,0)
(-1.80059,0)
(-0.0673771,0)
(-0.603912,0)
(-0.192529,0)
(-0.059814,0)
(0.533544,0)
(-1.06615,0)
(0.299487,0)
(1.55504,0)
(-0.0346741,0)
(1.41189,0)
(0.154866,0)
(1.27462,0)
(0.194699,0)
(-0.823617,0)
(-0.242081,0)
(0.138588,0)
(-0.324794,0)
(-0.769314,0)
(-1.08895,0)
(-0.377263,0)
(1.29434,0)
(-0.318239,0)
(0.281687,0)
(-1.44764,0)
(-1.55422,0)
(0.441263,0)
(0.405556,0)
(-0.0991609,0)
(-0.838289,0)
(-0.591778,0)
(0.701897,0)
(1.16889,0)
(-1.7416,0)
(0.515512,0)
(0.711266,0)
(0.840484,0)
(-1.32415,0)
(1.13238,0)
(0.732732,0)
(-0.942349,0)
(2.62291,0)
(-1.85999,0)
(-1.34424,0)
(-0.732402,0)
(0.608951,0)
(1.37172,0)
(-0.918989,0)
(0.242901,0)
(2.26671,0)
(-0.842241,0)
(0.324443,0)
(-1.87932,0)
(1.25308,0)
(0.909457,0)
(0.399025,0)
(-1.23075,0)
(1.80281,0)
(0.42893,0)
(0.0224569,0)
(0.276125,0)
(0.0686705,0)
(-1.76835,0)
(1.18125,0)
(0.0651832,0)
(-0.830475,0)
(0.913511,0)
(0.284453,0)
(-0.400653,0)
(0.916308,0)
(0.895879,0)
(-1.12799,0)
(0.0619046,0)
(0.327287,0)
(1.70447,0)
(0.555218,0)
(0.738293,0)
(-0.461593,0)
(-1.11489,0)
(-0.0638577,0)
(0.648235,0)
(0.836491,0)
(-0.423813,0)
(-0.663756,0)
(1.00201,0)
(2.49039,0)
(0.41066,0)
(0.135636,0)
(-1.51323,0)
(-1.02126,0)
(0.592913,0)
(-0.532017,0)
(1.72706,0)
(-0.724883,0)
(-0.991419,0)
(0.264684,0)
(-0.485806,0)
(0.417157,0)
(0.046282,0)
(-0.867619,0)
(-0.88266,0)
(-0.213195,0)
(1.01434,0)
(0.127709,0)
(0.674014,0)
(1.09793,0)
(1.01754,0)
(0.161147,0)
(-0.551247,0)
(-1.64355,0)
(1.88832,0)
(-1.06357,0)
(0.268648,0)
(-0.634137,0)
(0.320817,0)
(-0.671222,0)
(-1.02868,0)
(-0.759153,0)
(0.178936,0)
(0.358712,0)
(1.34873,0)
(0.899844,0)
(-0.636001,0)
(-0.103117,0)
(0.208571,0)
(0.892697,0)
(0.561192,0)
(-0.293799,0)
(-0.65182,0)
(-1.65729,0)
(0.37974,0)
(0.603819,0)
(-1.22927,0)
(-0.338211,0)
(-1.92599,0)
(-0.98632,0)
(1.05163,0)
(-0.279511,0)
(-0.471519,0)
(0.306632,0)
(-0.655626,0)
(-0.740053,0)
(1.71639,0)
(-0.937398,0)
(1.11527,0)
(0.935732,0)
(-0.841156,0)
(0.850651,0)
(0.65611,0)
(0.529479,0)
(0.762961,0)
(0.780096,0)
(-1.22629,0)
(-0.66707,0)
(0.765147,0)
(-0.00861964,0)
(-0.0483293,0)
(0.0421259,0)
(2.14894,0)
(0.0313704,0)
(1.40596,0)
(-1.08534,0)
(0.460328,0)
(1.24277,0)
(0.547587,0)
(-0.66774,0)
(-0.229042,0)
(1.23922,0)
(-0.456972,0)
(-0.290003,0)
(-0.616313,0)
(-0.766312,0)
(-0.0454431,0)
(-0.335516,0)
(0.4682,0)
(-0.96011,0)
(1.52238,0)
(-1.06411,0)
(2.19,0)
(-0.649321,0)
(0.0374682,0)
(-0.382988,0)
(0.416045,0)
(1.49129,0)
(1.64895,0)
(0.144336,0)
(0.576213,0)
(0.776889,0)
(0.326511,0)
(1.4663,0)
(-0.300153,0)
(0.445108,0)
(-0.788528,0)
(-0.0998147,0)
(0.133253,0)
(1.32558,0)
(0.289351,0)
(1.78505,0)
(0.767025,0)
(-0.688201,0)
(0.630872,0)
(-0.699574,0)
(-0.868887,0)
(0.860568,0)
(-0.349075,0)
(0.229647,0)
(1.29649,0)
(0.454853,0)
(-1.16397,0)
(-0.787254,0)
(1.30118,0)
(-0.107235,0)
(0.946905,0)
(0.832437,0)
(-0.849131,0)
(-1.20149,0)
(0.884563,0)
(-1.05235,0)
(0.390416,0)
(-0.573592,0)
(0.588233,0)
(0.341951,0)
(-0.4794,0)
(1.31124,0)
(1.99263,0)
(0.872855,0)
(1.29803,0)
(0.742094,0)
(-0.842795,0)
(-0.166487,0)
(-1.12299,0)
(-0.0785954,0)
(-0.18839,0)
(0.609768,0)
(-0.996162,0)
(-0.535419,0)
(-1.48744,0)
(-0.392986,0)
(-0.114539,0)
(-1.48223,0)
(-1.07613,0)
(0.966212,0)
(0.989192,0)
(0.874925,0)
(0.953101,0)
(-0.345098,0)
(-2.48493,0)
(-0.28377,0)
(0.206875,0)
(1.27569,0)
(-1.32103,0)
(-0.692873,0)
(-0.131706,0)
(1.9781,0)
(1.26121,0)
(0.23723,0)
(1.00219,0)
(2.1785,0)
(0.575462,0)
(-0.143717,0)
(-0.698016,0)
(0.090658,0)
(0.636872,0)
(-0.237836,0)
(-0.479431,0)
(-0.508043,0)
(2.87048,0)
(0.902152,0)
(-0.482695,0)
(-0.375252,0)
(-0.0677902,0)
(0.384475,0)
(-0.664635,0)
(-1.49318,0)
(0.157457,0)
(0.0821817,0)
(-0.787805,0)
(1.14,0)
(0.575715,0)
(0.303823,0)
(-0.986784,0)
(-1.8458,0)
(-0.693451,0)
(-0.311247,0)
(0.194213,0)
(-0.460988,0)
(1.38599,0)
(-2.52979,0)
(-0.822633,0)
(-0.7889,0)
(-0.217492,0)
(1.54414,0)
(-0.503905,0)
(0.749887,0)
(-0.0489035,0)
(-1.0699,0)
(0.772203,0)
(0.781613,0)
(-0.237188,0)
(-1.91368,0)
(0.260432,0)
(-0.800639,0)
(-0.420801,0)
(-1.04231,0)
(-0.161862,0)
(-0.671008,0)
(0.388266,0)
(1.29665,0)
(-0.00151168,0)
(1.45674,0)
(0.0266634,0)
(-0.105653,0)
(-0.244716,0)
(0.0425023,0)
(-0.358226,0)
(0.103643,0)
(1.84861,0)
(1.0406,0)
(1.87673,0)
(0.196386,0)
(-0.399177,0)
(1.8837,0)
(-0.0370458,0)
(-0.190816,0)
(2.08166,0)
(0.0303841,0)
(-0.919808,0)
(0.564634,0)
(-0.163485,0)
(1.15093,0)
(-0.435748,0)
(0.407947,0)
(-0.120109,0)
(-2.15049,0)
(0.458664,0)
(0.956678,0)
(-1.18064,0)
(0.218514,0)
(-0.495354,0)
(-0.391235,0)
(0.564939,0)
(0.436432,0)
(1.0906,0)
(1.30199,0)
(0.914962,0)
(0.284019,0)
(-1.91856,0)
(1.34954,0)
(-1.41636,0)
(0.535179,0)
(0.909792,0)
(2.49349,0)
(-0.536497,0)
(-2.14793,0)
(0.345196,0)
(-0.564752,0)
(1.09779,0)
(2.14273,0)
(-0.909327,0)
(-1.90732,0)
(1.0123,0)
(-0.061289,0)
(-0.631707,0)
(-0.808595,0)
(0.435436,0)
(0.380172,0)
(-1.27266,0)
(-1.65417,0)
(-1.63184,0)
(1.36662,0)
(1.2961,0)
(-0.0510997,0)
(1.61474,0)
(-1.48501,0)
(-1.04269,0)
(0.58932,0)
(-1.17918,0)
(0.377974,0)
(0.473762,0)
(-0.609285,0)
(1.0857,0)
(-0.91391,0)
(2.5356,0)
(0.1055,0)
(-0.649609,0)
(0.480484,0)
(0.360959,0)
(-0.940799,0)
(0.809671,0)
(1.00678,0)
(-0.131658,0)
(-2.23738,0)
(2.28492,0)
(0.434355,0)
(1.91946,0)
(1.36615,0)
(0.0373894,0)
(0.0315764,0)
(1.41979,0)
(0.187514,0)
(-1.3581,0)
(-0.656474,0)
(-0.295909,0)
(-0.459093,0)
(-1.3822,0)
(-0.297311,0)
(-0.213613,0)
(-0.633313,0)
(-0.226028,0)
(1.01475,0)
(-1.81743,0)
(-1.15144,0)
(1.68756,0)
(-1.45753,0)
(0.517084,0)
(-0.183451,0)
(-1.21213,0)
(-0.496246,0)
(-0.921525,0)
(1.57605,0)
(-0.253072,0)
(-0.504051,0)
(0.53692,0)
(1.47789,0)
(-2.26633,0)
(0.467758,0)
(-1.44603,0)
(-1.0981,0)
(1.06319,0)
(0.675593,0)
(-0.419444,0)
(2.42469,0)
(-1.60815,0)
(0.0625907,0)
(-0.935165,0)
(1.91235,0)
(-0.151142,0)
(-0.425364,0)
(0.00864639,0)
(-1.79018,0)
(0.0520048,0)
(1.12872,0)
(-2.43589,0)
(-1.41123,0)
(-2.01578,0)
(-0.382577,0)
(-0.723574,0)
(0.873672,0)
(-0.12293,0)
(-0.0138177,0)
(0.193996,0)
(-0.449067,0)
(-1.30939,0)
(0.403049,0)
(-0.279688,0)
(-1.18274,0)
(-0.0701322,0)
(-0.686051,0)
(1.62263,0)
(0.761502,0)
(1.46378,0)
(-2.71232,0)
(-0.567348,0)
(0.654462,0)
(1.03801,0)
(0.596622,0)
(0.103931,0)
(-0.932355,0)
(-1.18904,0)
(-1.74029,0)
(-0.32181,0)
(0.417932,0)
(1.24419,0)
(-2.04621,0)
(0.84234,0)
(-0.578787,0)
(-2.23023,0)
(0.282012,0)
(0.0722801,0)
(0.0614025,0)
(-0.177828,0)
(0.198101,0)
(-0.348988,0)
(-0.131086,0)
(1.15298,0)
(-0.182518,0)
(-0.570873,0)
(-0.586501,0)
(-1.65678,0)
(-0.257631,0)
(-0.111045,0)
(-0.944256,0)
(-0.199314,0)
(-0.726607,0)
(0.212071,0)
(-1.54839,0)
(-0.601177,0)
(0.640399,0)
(0.0226865,0)
(0.559558,0)
(1.53505,0)
(0.736402,0)
(0.976671,0)
(-1.07751,0)
(-0.981066,0)
(-0.25544,0)
(0.517555,0)
(-0.599162,0)
(0.614295,0)
(1.57449,0)
(-1.15847,0)
(-0.333042,0)
(-0.6161,0)
(-0.840363,0)
(-0.818313,0)
(-1.01112,0)
(-0.702948,0)
(-1.19148,0)
(-0.241651,0)
(-0.473429,0)
(-2.11449,0)
(-1.59578,0)
(0.577151,0)
(2.53952,0)
(0.00799858,0)
(-1.05217,0)
(0.619291,0)
(-0.655247,0)
(1.05298,0)
(-0.764602,0)
(-0.0586095,0)
(1.13815,0)
(0.620079,0)
(-1.22398,0)
(2.07335,0)
(-0.34908,0)
(-0.859253,0)
(0.528344,0)
(1.01394,0)
(-2.15603,0)
(-0.204547,0)
(0.654489,0)
(0.60059,0)
(-1.30285,0)
(-0.119043,0)
(-0.863583,0)
(-0.769568,0)
(-0.46835,0)
(-1.21324,0)
(-0.962966,0)
(-0.371628,0)
(1.07203,0)
(-1.54302,0)
(-0.0222321,0)
(-0.223226,0)
(0.410228,0)
(-1.1009,0)
(0.783805,0)
(-1.59576,0)
(-0.207327,0)
(0.235837,0)
(-1.29918,0)
(-0.725988,0)
(-1.04183,0)
(0.635768,0)
(0.240534,0)
(1.95908,0)
(0.607529,0)
(-1.71372,0)
(-1.92884,0)
(0.351571,0)
(-0.317984,0)
(2.26734,0)
(-1.34134,0)
(0.540131,0)
(1.1285,0)
(0.0749692,0)
(-0.798076,0)
(1.00044,0)
(1.66287,0)
(0.808044,0)
(-0.0302299,0)
(0.675725,0)
(1.42862,0)
(0.0796458,0)
(0.15709,0)
(1.11781,0)
(-0.469679,0)
(0.448591,0)
(1.5245,0)
(0.327402,0)
(-0.0912715,0)
(0.958551,0)
(0.442329,0)
(-1.3757,0)
(0.324954,0)
(0.00747021,0)
(-0.781145,0)
(0.284727,0)
(0.5276,0)
(0.345566,0)
(0.575053,0)
(2.10971,0)
(1.24941,0)
(0.388262,0)
(0.507427,0)
(-1.0229,0)
(-1.01804,0)
(0.254902,0)
(1.10129,0)
(-0.755631,0)
(1.07068,0)
(1.9163,0)
(-0.642626,0)
(0.0342929,0)
(0.0748808,0)
(0.125572,0)
(-2.28193,0)
(0.436047,0)
(1.42003,0)
(0.568071,0)
(0.948551,0)
(2.04851,0)
(0.344165,0)
(-0.517568,0)
(1.09463,0)
(-0.0249293,0)
(-1.30834,0)
(0.605884,0)
(0.695406,0)
(-0.22459,0)
(1.67671,0)
(-2.3891,0)
(-2.02546,0)
(-0.82448,0)
(-0.104548,0)
(0.910366,0)
(-0.000248976,0)
(-1.38137,0)
(-1.10392,0)
(-1.71692,0)
(-0.622193,0)
(-0.787189,0)
(-1.16369,0)
(-0.631592,0)
(0.733025,0)
(1.21817,0)
(-0.533306,0)
(-0.379484,0)
(0.581309,0)
(0.262484,0)
(-0.404436,0)
(0.728112,0)
(-1.91643,0)
(0.84971,0)
(-1.70259,0)
(-1.73223,0)
(1.46782,0)
(1.01048,0)
(-0.238546,0)
(0.494234,0)
(-0.945539,0)
(1.29872,0)
(-0.261843,0)
(0.343173,0)
(0.280694,0)
(0.507937,0)
(1.25877,0)
(-0.520857,0)
(-0.698056,0)
(-1.77043,0)
(0.289855,0)
(-1.1401,0)
(-0.60476,0)
(-1.35992,0)
(0.101417,0)
(-0.0201887,0)
(1.5976,0)
(0.182459,0)
(-0.791661,0)
(0.600414,0)
(0.412827,0)
(-1.41663,0)
(0.294276,0)
(-0.891981,0)
(0.208811,0)
(0.556139,0)
(-1.44576,0)
(-0.124589,0)
(0.214545,0)
(0.318301,0)
(-0.303056,0)
(1.60058,0)
(-0.826916,0)
(-1.71316,0)
(-0.0456034,0)
(1.52941,0)
(-0.430655,0)
(2.48798,0)
(0.561268,0)
(-1.1182,0)
(-0.648422,0)
(0.679792,0)
(2.03319,0)
(1.01634,0)
(0.0275158,0)
(1.06901,0)
(0.339765,0)
(-0.290275,0)
(0.648238,0)
(-0.994237,0)
(-0.969557,0)
(-0.675134,0)
(-1.75147,0)
(-0.17947,0)
(0.585667,0)
(-0.313476,0)
(-0.278137,0)
(-2.60689,0)
(-3.48282e-05,0)
(0.59694,0)
(0.902729,0)
(-0.161227,0)
(-0.0464506,0)
(-0.213903,0)
(0.685348,0)
(0.676979,0)
(-2.13109,0)
(0.0700094,0)
(-0.800106,0)
(-0.480429,0)
(-0.402932,0)
(1.51255,0)
(-0.186033,0)
(0.0378541,0)
(-0.358919,0)
(1.35113,0)
(-0.715305,0)
(-0.265593,0)
(-0.418616,0)
(1.51662,0)
(1.43522,0)
(-0.236229,0)
(-2.10919,0)
(-0.203913,0)
(-0.0791409,0)
(2.16919,0)
(-1.79614,0)
(-0.766028,24439.7)
(-0.875458,83380.3)
(0.913802,34748.2)
(-0.338318,25047.4)
(1.59041,38001.7)
(1.42936,-14913)
(0.443533,37217.8)
(0.428257,-10168.1)
(1.22953,118836)
(0.120284,-13640.9)
(-1.78887,40732.8)
(0.928516,138967)
(-0.233386,57913.6)
(-1.29617,41745.7)
(0.121254,63336.1)
(1.49959,-24855)
(1.82755,62029.7)
(-0.0717087,-16946.9)
(-0.766416,198059)
(-0.584165,-22734.9)
(-0.746451,186013)
(0.440722,634617)
(-0.214058,264472)
(-1.45018,190639)
(0.695474,289235)
(-0.508392,-113504)
(0.29185,283269)
(0.74868,-77390.6)
(2.11681,904471)
(0.00964709,-103823)
(0.120054,186013)
(-0.149302,634617)
(-0.680306,264472)
(-0.528214,190639)
(-0.539473,289235)
(-0.162905,-113504)
(-2.46277,283269)
(-0.0358321,-77390.6)
(-0.742805,904471)
(-0.493504,-103823)
(-1.36055,260690)
(-1.44442,889390)
(-1.21329,370647)
(-0.441392,267172)
(0.359682,405351)
(-0.227923,-159072)
(-0.556669,396990)
(0.426682,-108460)
(0.400887,1.26758e+06)
(-1.25646,-145503)
(-0.150692,116767)
(-2.16238,398373)
(1.95382,166019)
(-0.984601,119671)
(1.88708,181563)
(-0.0923663,-71250.9)
(-0.564905,177819)
(0.576306,-48581)
(-0.541628,567770)
(-0.716414,-65173.3)
(-1.86916,97758.8)
(-0.440194,333521)
(1.7001,138993)
(-0.225941,100190)
(0.480416,152007)
(-0.151582,-59651.9)
(-0.0332784,148871)
(-1.57956,-40672.5)
(0.399555,475342)
(-1.43319,-54563.7)
(-0.817156,1357.76)
(1.30196,4632.24)
(0.361578,1930.45)
(0.96295,1391.52)
(-0.564724,2111.2)
(0.486716,-828.499)
(-1.07289,2067.66)
(-0.0352605,-564.895)
(0.402195,6601.98)
(0.169123,-757.83)
(-0.712635,0)
(-0.81207,0)
(-1.40083,0)
(0.401662,0)
(-1.02298,0)
(-1.008,0)
(1.24501,0)
(-0.189512,0)
(-0.813655,0)
(0.0804562,0)
(0.586909,0)
(-2.11536,0)
(-0.571292,0)
(0.137686,0)
(1.7415,0)
(0.750543,0)
(0.362304,0)
(0.643769,0)
(0.651298,0)
(1.26728,0)
(-0.22844,0)
(0.117217,0)
(1.75214,0)
(0.386196,0)
(1.45436,0)
(1.36707,0)
(-1.00673,0)
(0.951207,0)
(0.297759,0)
(-0.0507619,0)
(-1.07265,0)
(-0.957175,0)
(0.956005,0)
(-0.0184318,0)
(0.179287,0)
(0.277157,0)
(-0.243906,0)
(-2.00973,0)
(-0.135253,0)
(0.611782,0)
(0.433177,0)
(-0.906089,0)
(-0.461548,0)
(0.110253,0)
(-1.63444,0)
(-1.43337,0)
(0.638595,0)
(-0.561379,0)
(0.961704,0)
(2.03614,0)
(1.21639,0)
(-0.256079,0)
(0.671974,0)
(-0.610835,0)
(0.37184,0)
(-0.506757,0)
(0.52227,0)
(-0.200125,0)
(-1.11304,0)
(-0.0981224,0)
(-1.87342,0)
(0.448792,0)
(-0.0737018,0)
(0.544259,0)
(1.44907,0)
(-0.0149797,0)
(1.74932,0)
(-0.0942645,0)
(1.20795,0)
(0.829425,0)
(0.173531,0)
(-0.105497,0)
(1.3653,0)
(-0.740821,0)
(1.10908,0)
(-0.206528,0)
(1.06406,0)
(0.172078,0)
(-0.623086,0)
(0.272794,0)
(-0.842281,0)
(1.4205,0)
(-0.038049,0)
(0.87948,0)
(-0.179998,0)
(-0.493028,0)
(0.160604,0)
(-1.76235,0)
(-0.963412,0)
(-0.395846,0)
(0.0985817,0)
(-0.367649,0)
(1.17853,0)
(1.43612,0)
(-0.476306,0)
(0.416292,0)
(0.919598,0)
(0.233151,0)
(0.417446,0)
(1.99036,0)
(-0.109712,0)
(-0.979967,0)
(-0.810377,0)
(1.43204,0)
(-0.709904,0)
(0.765127,0)
(1.57947,0)
(0.382974,0)
(-1.43281,0)
(-2.52575,0)
(2.45986,0)
(0.952399,0)
(0.408106,0)
(1.64408,0)
(1.00575,0)
(1.39534,0)
(-1.02347,0)
(-0.886084,0)
(-0.419238,0)
(-0.136355,0)
(0.529926,0)
(0.237339,0)
(-0.111307,0)
(1.15416,0)
(0.508392,0)
(1.44429,0)
(-0.187539,0)
(-0.246236,0)
(-0.264491,0)
(1.0911,0)
(-0.0292855,0)
(-0.801196,0)
